id,titulo,titulos_alternativos
5760,Dororo,"['どろろと百鬼丸', 'Dororo', 'Dororo to Hyakkimaru', 'Dororo and Hyakkimaru']"
5835,Hanasakeru Seishonen,"['Hanasakeru Seishounen', '花咲ける青少年', 'Hanasakeru Seishonen']"
5909,Student Council's Discretion,"['生徒会の一存', 'Seitokai No Ichizon: Student Councils Discretion', 'Seitokai no Ichizon: Hekiyou Gakuen Seitokai Gijiroku', 'Seitokai no Ichizon', ""Student Council's Discretion"", ""It's Student Council's Judgment""]"
5914,Kanamemo,"['Kanamemo', 'かなめも']"
5940,The Sacred Blacksmith,"['The Sacred Blacksmith', 'La Espada Sagrada', 'Seiken no Blacksmith', 'Seiken no Katanakaji', '聖剣の刀鍛冶（ブラックスミス）']"
5941,Cross Game,"['Cross Game', 'クロスゲーム']"
5958,Heaven's Lost Property,"['そらのおとしもの', 'Lost Property of the Sky', 'Sora no Otoshimono', ""Heaven's Lost Property"", 'Angeloid: Sora no Otoshimono', 'Misplaced by Heaven']"
5962,Beyblade: Metal Fusion,"['Beyblade: Metal Fusion', 'Metal Fight Beyblade', 'Bayblade Metal Fusion', 'メタルファイト ベイブレード']"
5973,Charger Girl Ju-den Chan,"['ファイト一発！充電ちゃん！！', 'Charger Girl Ju-den Chan', 'Fight Ippatsu! Juuden-chan!!']"
5984,Ristorante Paradiso,"['リストランテパラディーゾ', 'Ristorante Paradiso']"
6030,Needless,"['ニードレス', 'Needless']"
6033,Dragon Ball Z Kai,"['DB Kai', 'Dragon Ball Z Kai', 'Dragon Ball Kai', 'DBZ Kai', 'ドラゴンボール改', 'Dragonball Kai', 'DBK']"
6045,Kimi ni Todoke: From Me to You,"['君に届け', 'Reaching You', 'Kimi ni Todoke: From Me To You', 'Kimi ni Todoke: From Me to You', 'Swako: Kimi ni Todoke', 'Kimi ni Todoke']"
6098,At The Mercy of The Sky,"['Sora no Manimani', '宙のまにまに', 'At The Mercy of The Sky', 'Chuu no Manimani']"
6114,Rainbow,"['Rainbow', 'RAINBOW 二舎六房の七人', 'Rainbow: Criminal Seven of Compound Two Cell Six', 'Rainbow: Nisha Rokubou no Shichinin']"
6129,Umi Monogatari,"['Umi Monogatari: Anata ga Ite Kureta Koto', 'Sea Story', 'Umimonogatari Anata ga Itekuretakoto', 'うみものがたり\u3000～あなたがいてくれたコト～', 'Umimonogatari', 'Umi Monogatari']"
6164,Sweet Blue Flowers,"['Aoihana', 'Blue Flower', 'Sweet Blue Flowers', '青い花', 'Aoi Hana']"
6166,Cat Planet Cuties,"['Asobi ni Ikuyo: Bombshells from the Sky', 'Asobi ni Ikuyo!', ""Let's Go Play!"", 'あそびにいくヨ!', 'Asobi ni Iku yo!', 'Cat Planet Cuties']"
6201,Princess Lover!,"['プリンセスラバー!', 'Princess Lover!']"
6203,Whispered Words,"['Sasamekikoto', 'Sasameki Koto', 'ささめきこと', 'Whispered Words', 'Sasame Kikoto']"
6205,Kämpfer,"['Kaempfer', 'けんぷファー', 'Kämpfer', 'Kampfer']"
52991,Frieren: Beyond Journey's End,"['葬送のフリーレン', ""Frieren: Beyond Journey's End"", 'Frieren The Slayer', 'Frieren at the Funeral', 'Sousou no Frieren']"
9253,Steins;Gate,"['Steins;Gate', 'STEINS;GATE']"
11061,Hunter x Hunter,"['Hunter x Hunter', 'HUNTER×HUNTER（ハンター×ハンター）', 'Hunter X Hunter', 'HxH (2011)', 'Hunter x Hunter (2011)']"
41467,Bleach: Thousand-Year Blood War,"['Bleach: Thousand-Year Blood War Arc', 'Bleach: Sennen Kessen-hen', 'Bleach: Thousand-Year Blood War', 'BLEACH 千年血戦篇']"
54492,The Apothecary Diaries,"['薬屋のひとりごと', 'Kusuriya no Hitorigoto', 'The Apothecary Diaries', ""The Pharmacist's Monologue"", 'Drugstore Soliloquy']"
37521,Vinland Saga,"['ヴィンランド・サガ', 'Vinland Saga']"
47917,Bocchi the Rock!,"['Bocchi the Rock!', 'ぼっち・ざ・ろっく！']"
52215,Orb: On the Movements of the Earth,"['チ。―地球の運動について―', 'Orb: On the Movements of the Earth', 'About the Movement of the Earth', 'Chi. Chikyuu no Undou ni Tsuite']"
33352,Violet Evergarden,"['Violet Evergarden', 'ヴァイオレット・エヴァーガーデン']"
23273,Your Lie in April,"['Shigatsu Wa Kimi No Uso - Sekunden in Moll', 'Shigatsu wa Kimi no Uso', '四月は君の嘘', 'Kimiuso', 'Your Lie in April']"
59845,The Fragrant Flower Blooms with Dignity,"['薫る花は凛と咲く', 'Kaoru Hana wa Rin to Saku', 'The Fragrant Flowers Bloom with Dignity', 'The Fragrant Flower Blooms with Dignity']"
34599,Made in Abyss,"['メイドインアビス', 'Made in Abyss']"
22135,Ping Pong the Animation,"['ピンポン THE ANIMATION', 'Ping Pong the Animation', 'PPTA']"
46102,Odd Taxi,"['Odd Taxi', 'オッドタクシー']"
45576,Mushoku Tensei: Jobless Reincarnation Part 2,"['無職転生 ～異世界行ったら本気だす～ 第2クール', 'Mushoku Tensei: Isekai Ittara Honki Dasu Part 2', 'Mushoku Tensei: Jobless Reincarnation Part 2']"
52701,Delicious in Dungeon,"['Dungeon Meshi', 'Dungeon Dining', 'Dungeon Food', 'ダンジョン飯', 'Delicious in Dungeon']"
59636,Umamusume: Cinderella Gray,"['Umamusume: Cinderella Gray', 'Uma Musume: Cinderella Gray', 'ウマ娘 シンデレラグレイ']"
16498,Attack on Titan,"['進撃の巨人', 'Attack on Titan', ""L'Attaque des Titans"", 'Shingeki no Kyojin', 'AoT', 'SnK', 'Ataque a los Titanes']"
52034,[Oshi No Ko],"['[Oshi No Ko]', '[Oshi no Ko]', '【推しの子】', 'My Star']"
30484,Steins;Gate 0,"['Steins;Gate 0', 'Steins,Gate Zero', 'シュタインズ・ゲート ゼロ']"
7785,The Tatami Galaxy,"['Yojo-Han Shinwa Taikei', 'Tatami Galaxy', 'Yojouhan Shinwa Taikei', 'The Tatami Galaxy', '四畳半神話大系', 'Yojohan Shinwa Taikei', 'Yojou-Han Shinwa Taikei']"
28735,Showa Genroku Rakugo Shinju,"['Shouwa Genroku Rakugo Shinjuu', 'Showa Genroku Rakugo Shinju', '昭和元禄落語心中', ""Showa and Genroku Era Lover's Suicide Through Rakugo""]"
40748,Jujutsu Kaisen,"['Jujutsu Kaisen', 'JJK', '呪術廻戦', 'Sorcery Fight']"
35839,A Place Further Than The Universe,"['A Place Further Than The Universe', 'A Place Further Than the Universe', 'A Place Further than the Universe', 'Sora yori mo Tooi Basho', '宇宙よりも遠い場所', 'A Story That Leads to the Antarctica', 'Yorimoi', 'Uchuu yori mo Tooi Basho']"
32182,Mob Psycho 100,"['Mob Psycho One Hundred', 'Mob Psycho Hyaku', 'モブサイコ100', 'Mob Psycho 100']"
40834,Ranking of Kings,"['王様ランキング', 'Ranking of Kings', 'King Ranking', 'Ousama Ranking']"
12431,Space Brothers,"['Space Brothers', 'Uchuu Kyoudai: Space Brothers', 'Uchuu Kyoudai', '宇宙兄弟', 'Uchuu Kyodai']"
30276,One-Punch Man,"['OPM', 'One Punch-Man', 'One Punch Man', 'One-Punch Man', 'ワンパンマン']"
37779,The Promised Neverland,"['The Promised Neverland', '約束のネバーランド', 'Yakusoku no Neverland']"
47194,Summer Time Rendering,"['サマータイムレンダ', 'Summer Time Rendering', 'Summertime Render']"
10165,Nichijou - My Ordinary Life,"['Nichijou - My Ordinary Life', 'Everyday', '日常', 'Nichijou']"
50250,Chiikawa,"['Chiikawa', 'ちいかわ']"
57334,Dan Da Dan,"['Dan Da Dan', 'Dandadan', 'ダンダダン']"
36649,Banana Fish,"['Banana Fish', 'BANANA FISH']"
37105,Grand Blue Dreaming,"['Grand Blue Dreaming', 'Grand Blue', 'ぐらんぶる']"
44511,Chainsaw Man,"['チェンソーマン', 'CSM', 'Chainsaw Man']"
50265,Spy x Family,"['Spy x Family', 'SPY×FAMILY']"
20583,Haikyu!!,"['Haikyu!! Los Ases del Vóley', 'Haikyuu!!', 'High Kyuu!!', 'ハイキュー!!', 'HQ!!', 'Haikyu!!']"
38000,Demon Slayer: Kimetsu no Yaiba,"['鬼滅の刃', 'Guardianes De La Noche: Kimetsu no Yaiba', 'Kimetsu no Yaiba', 'Blade of Demon Destruction', 'Demon Slayer', 'Demon Slayer: Kimetsu no Yaiba']"
33255,The Disastrous Life of Saiki K.,"['斉木楠雄のΨ難', 'Saiki Kusuo no Sainan', 'Saiki Kusuo no Ψ-nan', 'Saiki Kusuo no Psi Nan', 'The Disastrous Life of Saiki K.']"
37999,Kaguya-sama: Love is War,"['Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen', 'かぐや様は告らせたい～天才たちの恋愛頭脳戦～', ""Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains"", 'Kauya-sama: Love Is War', 'Kaguya-sama: Love is War']"
35557,Land of the Lustrous,"['Land of the Lustrous', 'Houseki no Kuni', 'Country of Jewels', '宝石の国']"
37965,Run with the Wind,"['風が強く吹いている', 'Kaze ga Tsuyoku Fuite Iru', 'Kazetsuyo', 'Kaze ga Tsuyoku Fuiteiru', 'Run with the Wind']"
46095,Vivy -Fluorite Eye's Song-,"[""Vivy: Fluorite Eye's Song"", ""Vivy -Fluorite Eye's Song- (ヴィヴィ -フローライトアイズソング-)"", 'Vivy - Fluorite Eye´s Song -', ""Vivy -Fluorite Eye's Song-""]"
9756,Puella Magi Madoka Magica,"['Mahou Shoujo Madoka★Magica', '魔法少女まどか★マギカ', 'Mahou Shoujo Madoka Magika', 'Puella Magi Madoka Magica', 'Magical Girl Madoka Magica']"
55318,Medalist,"['メダリスト', 'Medalist']"
31646,March Comes In Like a Lion,"['March Comes in Like a Lion', '3-gatsu no Lion', 'Sangatsu no Lion', '3月のライオン', 'March Comes In Like a Lion']"
55102,Girls Band Cry,"['ガールズバンドクライ', 'Girls Band Cry']"
22789,Barakamon,"['ばらかもん', 'Barakamon']"
41025,To Your Eternity,"['To Your Eternity', 'the Immortal', '不滅のあなたへ', 'Fumetsu no Anata e', 'To You']"
41457,86 Eighty-Six,"['Eighty Six', '86', '86―エイティシックス―', '86 Eighty-Six']"
39535,Mushoku Tensei: Jobless Reincarnation,"['Jobless Reincarnation: I Will Seriously Try If I Go To Another World', 'Mushoku Tensei: Isekai Ittara Honki Dasu', '無職転生 ～異世界行ったら本気だす～', 'Mushoku Tensei: Jobless Reincarnation']"
13601,Psycho-Pass,"['サイコパス', 'Psychopath', 'Psycho-Pass']"
22535,Parasyte: The Maxim,"['寄生獣 セイの格率', 'Parasite', 'Parasyte: The Maxim', 'Kiseijuu: Sei no Kakuritsu', 'Parasite -la maxime-', 'Parasyte', 'Parasyte -the maxim-', 'Parasitic Beasts']"
10162,Bunny Drop,"['Usagi Drop', 'うさぎドロップ', 'Bunny Drop']"
31043,Erased,"['ERASED', '僕だけがいない街', 'The Town Where Only I am Missing', 'ERASED - Die Stadt, in der es mich nicht gibt -', 'Erased', 'BokuMachi', 'Boku dake ga Inai Machi', 'Desaparecido']"
6594,Katanagatari,"['Sword Story', 'Katanagatari', '刀語']"
12531,Kids on the Slope,"['Sakamichi no Aporon', '坂道のアポロン', 'Apollo on the Slope', 'Kids on the Slope', 'Sakamichi no Apollon']"
39533,given,"['Given', 'given', 'ギヴン']"
9989,Anohana: The Flower We Saw That Day,"['anohana: The Flower We Saw that Day', 'Anohana: The Flower We Saw That Day', ""We Still Don't Know the Name of the Flower We Saw That Day."", 'AnoHana: Die Blume, die Wir an Jenem Tag Sahen', 'AnoHana', 'Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.', 'あの日見た花の名前を僕達はまだ知らない。']"
10087,Fate/Zero,"['フェイト/ゼロ', 'Fate/Zero']"
37520,Dororo,"['Dororo', 'Dororo to Hyakkimaru', 'どろろ']"
34798,Laid-Back Camp,"['Laid-Back Camp', 'Yurukyan', 'Laid-Back Camp - Au Grand Air', 'ゆるキャン△', 'Yuru Camp△']"
25835,Shirobako,"['SHIROBAKO', 'White Box', 'Shirobako']"
38691,Dr. Stone,"['Dr. Stone', 'ドクターストーン']"
52588,Kaiju No. 8,"['Monster #8', '8Kaijuu', '怪獣8号', 'Kaiju No. 8', 'Kaiju #8', 'Kaiju No. Eight', 'Kaijuu 8-gou']"
13125,From the New World,"['Shin Sekai Yori', 'Shinsekai yori', 'Shinsekai Yori', 'Shin Sekai Yori (Del Nuevo Mundo)', 'Shinsekai Yori: From the New World', '新世界より', 'From the New World']"
31240,Re:ZERO -Starting Life in Another World-,"['Re:Zero -Empezar de cero en un mundo diferente-', 'ReZero', 'Re:Zero -Starting Life in Another World-', 'Re:Zero kara Hajimeru Isekai Seikatsu', 'Re:ゼロから始める異世界生活', 'Re: Life in a different world from zero', 'Re:ZERO -Starting Life in Another World-']"
54959,BanG Dream! It's MyGO!!!!!,"[""バンドリ！It's MyGO!!!!!"", ""BanG Dream! It's MyGO!!!!!""]"
11843,Daily Lives of High School Boys,"['Daily Lives of High School Boys', 'Danshi Koukousei no Nichijou', '男子高校生の日常']"
37450,Rascal Does Not Dream of Bunny Girl Senpai,"['Rascal does not Dream of Bunny Girl Senpai (Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai)', 'Rascal Does Not Dream of Bunny Girl Senpai', 'AoButa', 'Rascal Dpes Not Dream Of Bunny Girl Senpai', '青春ブタ野郎はバニーガール先輩の夢を見ない', 'Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai']"
48316,The Eminence in Shadow,"['陰の実力者になりたくて！', 'Kage no Jitsuryokusha ni Naritakute!', 'The Eminence in Shadow', 'Shadow Garden']"
35838,Girls' Last Tour,"[""Girls' Last Tour"", '少女終末旅行', 'The End Girl Trip', 'Shoujo Shuumatsu Ryokou']"
52578,The Dangers in My Heart,"['Boku no Kokoro no Yabai Yatsu', 'The Dangers in My Heart', 'Bokuyaba', '僕の心のヤバイやつ']"
53393,Heavenly Delusion,"['Tengoku Daimakyou', 'Heavenly Delusion', '天国大魔境']"
52299,Solo Leveling,"['I Level Up Alone', 'Na Honjaman Level Up', '俺だけレベルアップな件', 'Solo Leveling', 'Ore dake Level Up na Ken', '나 혼자만 레벨업']"
38680,Fruits Basket 1st Season,"['Fruits Basket (Zenpen)', 'Furuba', 'Fruits Basket 1st Season', 'Fruits Basket', 'フルーツバスケット']"
55866,A Sign of Affection,"['ゆびさきと恋々', 'Yubisaki to Renren', 'A Sign of Affection']"
9863,SKET Dance,"['SKET Dance', 'スケットダンス']"
37171,Asobi Asobase - workshop of fun -,"['あそびあそばせ', 'Asobi Asobase', 'Asobi Asobase: workshop of Fun', 'Asobi Asobase: Workshop of Fun', 'Asobi Asobase - workshop of fun -']"
40052,Great Pretender,"['Great Pretender', 'El Timador Timado', 'GREAT PRETENDER']"
42897,Horimiya,"['ホリミヤ', 'Hori-san and Miyamura-kun', 'Horimiya']"
44055,Sasaki and Miyano,"['Sasamiya', 'Sasaki to Miyano', '佐々木と宮野', 'Sasaki and Miyano']"
57181,Blue Box,"['アオのハコ', 'Blue Box', 'Ao no Hako']"
22297,Fate/stay night [Unlimited Blade Works],"['Fate - Stay Night', 'Fate/stay night (2014)', 'Fate/stay night [Unlimited Blade Works]', 'Fate/stay night: Unlimited Blade Works']"
10800,Chihayafuru,"['Chihayafull', 'Chihayafuru', 'ちはやふる']"
7674,Bakuman.,"['Bakuman', 'Bakuman Season 1', 'Bakuman.', 'バクマン。']"
40911,Moriarty the Patriot,"['Yuukoku no Moriarty', 'Moriarty the Patriot', ""Moriarty's Patriotism"", '憂国のモリアーティ']"
34636,Welcome to the Ballroom,"['Ballroom e Youkoso', 'ボールルームへようこそ', 'Welcome to the Ballroom']"
49052,Aoashi,"['Aoashi', 'Ao Ashi', 'アオアシ']"
49596,Blue Lock,"['ブルーロック', 'Blue Lock']"
50709,Lycoris Recoil,"['Lycoris Recoil', 'リコリス・リコイル', 'LycoReco']"
55911,The Fable,"['The Fable', 'ザ・ファブル']"
34572,Black Clover,"['Black Clover', 'ブラッククローバー']"
48736,My Dress-Up Darling,"['My Dress-Up Darling', 'Sono Bisque Doll wa Koi wo Suru', 'KiseKoi', 'その着せ替え人形は恋をする', 'Sono Kisekae Ningyou wa Koi wo Suru']"
54856,Horimiya: The Missing Pieces,"['Horimiya: Piece', 'ホリミヤ -piece-', 'Horimiya: The Missing Pieces']"
54757,Gintama - Mr. Ginpachi's Zany Class,"['Gintama: 3-Z Ginpachi Sensei', ""Gintama - Mr. Ginpachi's Zany Class"", '3-nen Z-gumi Ginpachi-sensei', '銀魂 3年Z組銀八先生']"
39592,Mobile Suit Gundam: The Origin - Advent of the Red Comet,"['Mobile Suit Gundam: The Origin - Advent of the Red Comet', 'Kidou Senshi Gundam: The Origin - Zenya Akai Suisei', 'Mobile Suit Gundam: The Origin (TV)', '機動戦士ガンダム THE ORIGIN 前夜 赤い彗星']"
39792,Keep Your Hands Off Eizouken!,"['Hands off the Motion Pictures Club!', '映像研には手を出すな!', 'Keep Your Hands Off Eizouken!', 'Eizouken ni wa Te wo Dasu na!']"
28223,Death Parade,"['Death Parade', 'デス・パレード']"
37430,That Time I Got Reincarnated as a Slime,"['That Time I Got Reincamrnated as a Slime', 'Tensei shitara Slime Datta Ken', 'TenSura', '転生したらスライムだった件', 'That Time I Got Reincarnated as a Slime']"
59459,Secrets of the Silent Witch,"['Secrets of the Silent Witch', 'サイレント・ウィッチ 沈黙の魔女の隠しごと', 'Silent Witch: Chinmoku no Majo no Kakushigoto']"
14713,Kamisama Kiss,"['Kamisama Kiss', '神様はじめました', 'Kamisama Hajimemashita']"
28171,Food Wars! Shokugeki no Soma,"['食戟のソーマ', 'Shokugeki no Soma', 'Food Wars! Shokugeki no Soma', 'Shokugeki no Souma', 'Food Wars: Shokugeki no Soma']"
51122,Spice and Wolf: Merchant Meets the Wise Wolf,"['狼と香辛料 MERCHANT MEETS THE WISE WOLF', 'Spice and Wolf', 'Ookami to Koushinryou: Merchant Meets the Wise Wolf', 'Spice and Wolf: Merchant Meets the Wise Wolf']"
36296,Hinamatsuri,"['Hina Festival', 'ヒナまつり', 'Hinamatsuri']"
8129,Princess Jellyfish,"['海月姫', 'Kuragehime', 'Princess Jellyfish']"
18689,Ace of Diamond,"['Daiya no Ace', 'Dia no A', 'Ace of Diamond', 'ダイヤのA[エース]', 'Diamond no Ace', 'Ace of the Diamond']"
50416,Skip and Loafer,"['Skip to Loafer', 'スキップとローファー', 'Skip and Loafer']"
59898,City The Animation,"['City The Animation', 'City', 'CITY THE ANIMATION']"
53411,Buddy Daddies,['Buddy Daddies']
52347,Shangri-La Frontier,"['Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su', 'シャングリラ・フロンティア～クソゲーハンター、神ゲーに挑まんとす～', 'Shanfro', 'Shangri-La Frontier: Crappy Game Hunter Challenges God-Tier Game', 'Shangri-La Frontier']"
50380,Ya Boy Kongming!,"['Party People Koumei', 'Paripi Koumei', 'パリピ孔明', 'Ya Boy Kongming!']"
57524,Makeine: Too Many Losing Heroines!,"['負けヒロインが多すぎる！', 'Make Heroine ga Oosugiru!', 'Makeine: Too Many Losing Heroines!', 'Makeine']"
6746,Durarara!!,"['DRRR!!', 'Dyurarara!!', 'デュラララ!!', 'Dhurarara!!', 'Durarara!!', 'Dulalala!!', 'Dullalala!!']"
16918,Silver Spoon,"['Silver Spoon', '銀の匙', 'Gin no Saji']"
30831,KonoSuba: God's Blessing on This Wonderful World!,"[""KonoSuba: God's blessing on this wonderful world!"", ""KonoSuba: God's Blessing on This Wonderful World!"", 'Give Blessings to This Wonderful World!', 'Kono Subarashii Sekai ni Shukufuku wo!', 'この素晴らしい世界に祝福を！']"
23283,Terror in Resonance,"['残響のテロル', 'Terror in Tokyo', 'Terror in Resonance', 'Zankyou no Terror', 'Terror of Resonance']"
46569,Hell's Paradise,"[""Hell's Paradise"", '地獄楽', 'Paradition', 'Heavenhell', 'Jigokuraku']"
59062,Gachiakuta,"['Gachiakuta', 'ガチアクタ']"
39198,Astra Lost in Space,"['彼方のアストラ', 'Kanata no Astra', 'Astra Lost in Space']"
50796,Insomniacs After School,"['Kimi wa Houkago Insomnia', '君は放課後インソムニア', 'Kimisomu', 'Insomniacs After School']"
24833,Assassination Classroom,"['Ansatsu Kyoushitsu', '暗殺教室', 'Assassination Classroom']"
56980,Yatagarasu: The Raven Does Not Choose Its Master,"['The Crow Does Not Choose the Lord', 'Yatagarasu: The Raven Does Not Choose Its Master', 'Karasu wa Aruji wo Erabanai', '烏は主を選ばない']"
56653,Ave Mujica: The Die is Cast,"['Ave Mujica: The Die is Cast', 'BanG Dream! Ave Mujica']"
31251,Mobile Suit Gundam: Iron-Blooded Orphans,"['Mobile Suit Gundam: Iron-Blooded Orphans', 'Kidou Senshi Gundam: Tekketsu no Orphans', 'G-Tekketsu', '機動戦士ガンダム 鉄血のオルフェンズ', 'Mobile Suit Gundam Iron Blooded Orphans']"
58913,The Summer Hikaru Died,"['Hikaru ga Shinda Natsu', 'The Summer Hikaru Died', 'Hikanatsu', '光が死んだ夏']"
6547,Angel Beats!,"['Angel Beats!（エンジェルビーツ!）', 'Angel Beats!']"
35062,The Ancient Magus' Bride,"['Mahoutsukai no Yome', 'The Ancient Magus Bride', '魔法使いの嫁', ""The Ancient Magus' Bride"", ""The Magician's Bride"", 'Mahoyome']"
12189,Hyouka,"['Hyou-ka', '氷菓', ""Hyouka: You can't escape"", ""Hyou-ka: You can't escape"", 'Hyouka', 'Hyoka']"
13759,The Pet Girl of Sakurasou,"['The Pet Girl of Sakurasou', 'Sakurasou no Pet na Kanojo', 'Sakura-sou no Pet na Kanojo', 'さくら荘のペットな彼女']"
11771,Kuroko's Basketball,"[""Kuroko's Basketball"", ""Kuroko's Basket"", 'Kuroko’s Basketball', 'The Basketball Which Kuroko Plays', '黒子のバスケ', 'KuroBas', 'Kuroko no Basket', 'Kuroko no Basuke']"
8425,Gosick,"['GOSICK -ゴシック-', 'Gosick']"
19815,"No Game, No Life","['No Game No Life', 'ノーゲーム・ノーライフ', 'NGNL', 'No Game, No Life']"
